id,name,location,type,typecode,address,adcode,pname,cityname,adname,business_area
BV10588779,北巷口村西(公交站),"116.821515,39.972290",交通设施服务;公交车站;公交车站相关,150700,三河301A路;三河301B路;三河501路,131082,河北省,廊坊市,三河市,[]
BV11255949,盛恒时代(公交站),"116.824518,39.944106",交通设施服务;公交车站;公交车站相关,150700,三河301A路;三河301B路;三河306路;三河309路;三河503路,131082,河北省,廊坊市,三河市,[]
BV11625139,燕郊口腔医院(公交站),"116.816124,39.958537",交通设施服务;公交车站;公交车站相关,150700,三河308路,131082,河北省,廊坊市,三河市,海油大街
BV09131407,燕郊站(公交站),"116.825824,39.942672",交通设施服务;公交车站;公交车站相关,150700,三河306路;城铁接驳1路;城铁接驳2路;城铁接驳3路,131082,河北省,廊坊市,三河市,[]
BV10343755,燕郊富地广场(公交站),"116.815743,39.965529",交通设施服务;公交车站;公交车站相关,150700,818路;818路(金桐西路),131082,河北省,廊坊市,三河市,迎宾路
BV11573926,燕宁小区(公交站),"116.819356,39.949014",交通设施服务;公交车站;公交车站相关,150700,三河303路;三河401路,131082,河北省,廊坊市,三河市,行宫东大街
BV10713106,天子庄园(公交站),"116.871529,39.948315",交通设施服务;公交车站;公交车站相关,150700,(停运)三河旅游3线;816路;817路;930路;三河503路,131082,河北省,廊坊市,三河市,[]
BV11479926,南曹庄村东(公交站),"116.872876,39.967032",交通设施服务;公交车站;公交车站相关,150700,三河310路,131082,河北省,廊坊市,三河市,[]
BV11619833,鼎盛集团(公交站),"116.817661,39.968733",交通设施服务;公交车站;公交车站相关,150700,三河305路,131082,河北省,廊坊市,三河市,[]
BV11573817,燕郊开发区(公交站),"116.817887,39.948938",交通设施服务;公交车站;公交车站相关,150700,813路;814路;三河303路;三河401路,131082,河北省,廊坊市,三河市,迎宾路
BV11169762,富地广场(公交站),"116.815743,39.965529",交通设施服务;公交车站;公交车站相关,150700,三河306路,131082,河北省,廊坊市,三河市,迎宾路
BV11594428,北欧小镇南门(公交站),"116.815491,39.953256",交通设施服务;公交车站;公交车站相关,150700,三河307路;临1路,131082,河北省,廊坊市,三河市,迎宾路
BV11598492,中美医院(公交站),"116.813594,39.960200",交通设施服务;公交车站;公交车站相关,150700,302路;临1路,131082,河北省,廊坊市,三河市,迎宾路
BV09289147,北欧小区南门(公交站),"116.815451,39.953254",交通设施服务;公交车站;公交车站相关,150700,临1路,131082,河北省,廊坊市,三河市,迎宾路
